ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,survey_code,How much would you pay for an Amazon.com gift card valued at $50?,How much would you pay for an Amazon.com gift card valued at $50.08?,How much would you pay for an Amazon.com gift card valued at $50.45?,How much would you pay for an Amazon.com gift card valued at $49.55?,How much would you pay for an Amazon.com gift card valued at $49.92?,What is your gender?,Indicate total household income:,What is your highest level of education?,What is your age?,LocationLatitude,LocationLongitude,LocationAccuracy,,values,Question,is.$49.55,is.$49.92,is.$50,is.$50.08,is.$50.45,is.nan,TimezoneName,TimezoneId,is.Atlantic Standard Time,is.Central Standard Time,is.Eastern Standard Time,is.Greenwich Mean Time,is.Hawaii-Aleutian Standard Time,is.India Standard Time,is.Mountain Standard Time,is.Pacific Standard Time,is.Peru Standard Time,Education,is.Associates,is.Bachelor,is.College,is.Graduate,is.Highschool,is.None,gender
R_1A0kqOIx9huQ1Tv,Default Response Set,Anonymous,,,99.68.138.142,0,2015-08-05 00:32:00,2015-08-05 00:32:53,1,50626606,,,,40.00,,2,35000,3,24,27.249801635742,-80.379699707031,-1,,40.00,$49.55,1,0,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Associates,1,0,0,0,0,0,Female
R_00YtHy6HCoEYw0R,Default Response Set,Anonymous,,,71.75.34.150,0,2015-08-05 00:37:40,2015-08-05 00:38:00,1,59899936,45,,,,,1,50000,4,45,35.464706420898,-81.576202392578,-1,,45,$50,0,0,1,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_7ZJN5PFzg5DFQqN,Default Response Set,Anonymous,,,172.2.142.120,0,2015-08-05 00:40:06,2015-08-05 00:40:31,1,91683092,45,,,,,2,120000,5,33,32.777297973633,-117.10079956055,-1,,45,$50,0,0,1,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,Graduate,0,0,0,1,0,0,Female
R_ah2m7bI6yDrncLH,Default Response Set,Anonymous,,,75.64.199.3,0,2015-08-05 00:41:38,2015-08-05 00:42:03,1,77723889,30,,,,,2,25000,4,40,32.288299560547,-88.587997436523,-1,,30,$50,0,0,1,0,0,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Female
R_bQ49VIFa5PMK07P,Default Response Set,Anonymous,,,76.88.39.68,0,2015-08-05 00:45:38,2015-08-05 00:46:36,1,77065385,,,40.00,,,2,150000,4,54,32.957000732422,-117.19789886475,-1,,40.00,$50.45,0,0,0,0,1,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,Bachelor,0,1,0,0,0,0,Female
R_8kcDXFLhYtTq3Z3,Default Response Set,Anonymous,,,50.182.53.0,0,2015-08-05 00:47:24,2015-08-05 00:48:00,1,42438598,,,,,30,2,35000,3,25,39.824005126953,-75.131797790527,-1,,30,$49.92,0,1,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Associates,1,0,0,0,0,0,Female
R_emKJCD2HGDGXsoJ,Default Response Set,Anonymous,,,71.31.192.58,0,2015-08-05 00:47:34,2015-08-05 00:49:47,1,80640086,,,,,40,1,1200,2,22,42.104507446289,-79.251998901367,-1,,40,$49.92,0,1,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Male
R_5ARkRQFM3R0B1hX,Default Response Set,Anonymous,,,162.200.146.157,0,2015-08-05 00:51:05,2015-08-05 00:51:38,1,87952575,,,,49.55,,2,25000,4,24,36.971298217773,-121.98750305176,-1,,49.55,$49.55,1,0,0,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,Bachelor,0,1,0,0,0,0,Female
R_8k2VqYJTHYPM1sp,Default Response Set,Anonymous,,,104.33.129.144,0,2015-08-05 00:58:03,2015-08-05 00:59:22,1,67078050,,,,,45,1,55000,1,31,33.899002075195,-118.16510009766,-1,,45,$49.92,0,1,0,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,Highschool,0,0,0,0,1,0,Male
R_38ZE7eo0carPqcJ,Default Response Set,Anonymous,,,72.177.126.151,0,2015-08-05 00:59:33,2015-08-05 01:01:04,1,23951487,,40,,,,1,48000,2,57,30.444396972656,-98.134696960449,-1,,40,$50.08,0,0,0,1,0,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,College,0,0,1,0,0,0,Male
R_3qjLiS2i4N9HPH7,Default Response Set,Anonymous,,,64.46.23.252,0,2015-08-05 01:04:00,2015-08-05 01:04:01,1,25590666,,,,,,,,,,49.283599853516,-123.10409545898,-1,,NA,nan,0,0,0,0,0,1,Pacific Standard Time,America/Vancouver,0,0,0,0,0,0,0,1,0,None,0,0,0,0,0,1,None
R_cvAEQwozpvnH35r,Default Response Set,Anonymous,,,64.46.23.252,8,2015-08-05 01:04:20,2015-08-05 01:04:21,1,58733337,,,,,,,,,,49.283599853516,-123.10409545898,-1,,NA,nan,0,0,0,0,0,1,Pacific Standard Time,America/Vancouver,0,0,0,0,0,0,0,1,0,None,0,0,0,0,0,1,None
R_0PayrHCulxanNmR,Default Response Set,Anonymous,,,100.4.122.223,0,2015-08-05 01:04:29,2015-08-05 01:04:51,1,54904571,30,,,,,1,45000,3,40,36.852996826172,-76.288200378418,-1,,30,$50,0,0,1,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Associates,1,0,0,0,0,0,Male
R_2lVj7VVvd2sVpel,Default Response Set,Anonymous,,,69.232.78.41,0,2015-08-05 01:07:22,2015-08-05 01:07:40,1,84144254,,,,30,,1,70000,4,25,32.716995239258,-116.99499511719,-1,,30,$49.55,1,0,0,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,Bachelor,0,1,0,0,0,0,Male
R_3qJJbHc9THbfMPz,Default Response Set,Anonymous,,,166.177.123.99,0,2015-08-05 01:18:22,2015-08-05 01:18:46,1,49380693,,,45,,,1,35000,4,33,32.783096313477,-96.806701660156,-1,,45,$50.45,0,0,0,0,1,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_1KWunVceWxAdKe1,Default Response Set,Anonymous,,,72.201.90.10,0,2015-08-05 01:26:41,2015-08-05 01:27:15,1,20310214,25,,,,,2,125000,5,50,33.302993774414,-111.76399993896,-1,,25,$50,0,0,1,0,0,0,Mountain Standard Time,America/Phoenix,0,0,0,0,0,0,1,0,0,Graduate,0,0,0,1,0,0,Female
R_0cgy9t6H3YbUvxH,Default Response Set,Anonymous,,,96.35.41.19,0,2015-08-05 01:26:20,2015-08-05 01:27:17,1,50481918,,,,,45,1,85000,2,28,38.649993896484,-90.533401489258,-1,,45,$49.92,0,1,0,0,0,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,College,0,0,1,0,0,0,Male
R_cIltw82GdK9TQBT,Default Response Set,Anonymous,,,69.244.241.216,0,2015-08-05 01:32:44,2015-08-05 01:33:17,1,21319869,,,,,40.00,2,2000,2,32,29.125198364258,-82.002899169922,-1,,40.00,$49.92,0,1,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
R_9XfjbqQAzGyk2dD,Default Response Set,Anonymous,,,108.16.126.251,0,2015-08-05 01:34:01,2015-08-05 01:34:17,1,48094917,,,,,45.00,1,65000,4,30,40.089492797852,-75.0458984375,-1,,45.00,$49.92,0,1,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_0UFv8BJ8oTb7EgZ,Default Response Set,Anonymous,,,50.184.20.231,0,2015-08-05 01:37:50,2015-08-05 01:38:08,1,65194685,40,,,,,1,70000,4,25,37.980895996094,-122.33319854736,-1,,40,$50,0,0,1,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,Bachelor,0,1,0,0,0,0,Male
R_6hakVJ6DpshtP0x,Default Response Set,Anonymous,,,65.190.211.50,0,2015-08-05 01:41:31,2015-08-05 01:41:58,1,72308821,,50.00,,,,2,55000,4,45,34.434692382812,-77.931503295898,-1,,50.00,$50.08,0,0,0,1,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Female
R_3dDVnt9FSBKE3Gt,Default Response Set,Anonymous,,,173.174.118.71,0,2015-08-05 01:56:58,2015-08-05 01:57:47,1,63826197,,,50,,,1,17000,4,34,30.384002685547,-97.707298278809,-1,,50,$50.45,0,0,0,0,1,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_b8kZYKytLpOiiCF,Default Response Set,Anonymous,,,99.64.52.122,0,2015-08-05 06:05:32,2015-08-05 06:07:20,1,38184721,,,40,,,2,35000,2,69,33.614105224609,-101.95739746094,-1,,40,$50.45,0,0,0,0,1,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
R_diIQTV2zniOeZnv,Default Response Set,Anonymous,,,73.46.73.170,0,2015-08-05 07:20:15,2015-08-05 07:20:43,1,48547238,,,45,,,1,4000,4,54,26.021194458008,-80.189498901367,-1,,45,$50.45,0,0,0,0,1,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_9EPw9a4TSF8MdlH,Default Response Set,Anonymous,,,96.246.142.222,0,2015-08-05 07:25:43,2015-08-05 07:26:54,1,62794281,,,50.45,,,2,60000,3,36,40.781005859375,-73.252197265625,-1,,50.45,$50.45,0,0,0,0,1,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Associates,1,0,0,0,0,0,Female
R_1TSXXpX9vZgjZ9H,Default Response Set,Anonymous,,,71.90.154.170,0,2015-08-05 08:27:40,2015-08-05 08:27:56,1,33853633,50,,,,,1,30000,4,23,43.444107055664,-84.025497436523,-1,,50,$50,0,0,1,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_4OubVPSlgYUeoAJ,Default Response Set,Anonymous,,,76.1.241.151,0,2015-08-05 08:49:52,2015-08-05 08:55:19,1,14319254,,,,49,,2,110000,2,51,40.967697143555,-74.750900268555,-1,,49,$49.55,1,0,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
R_3x5ue0fGiQKXLzn,Default Response Set,Anonymous,,,173.13.149.18,0,2015-08-05 11:32:59,2015-08-05 11:33:24,1,20803053,,50,,,,1,76000,2,31,37.779403686523,-122.41699981689,-1,,50,$50.08,0,0,0,1,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,College,0,0,1,0,0,0,Male
R_dp4s3WegpRR9XYV,Default Response Set,Anonymous,,,68.191.46.223,0,2015-08-05 11:35:16,2015-08-05 11:35:32,1,37613690,,,,40,,1,500000,3,28,41.341796875,-73.23169708252,-1,,40,$49.55,1,0,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Associates,1,0,0,0,0,0,Male
R_2ictkMQ3IL2UZql,Default Response Set,Anonymous,,,68.64.114.29,0,2015-08-05 11:35:38,2015-08-05 11:36:05,1,11486712,45.00,,,,,1,20000,3,25,37.335403442383,-82.956596374512,-1,,45.00,$50,0,0,1,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Associates,1,0,0,0,0,0,Male
R_6Yx5mISVZdZ2tgx,Default Response Set,Anonymous,,,24.176.9.44,0,2015-08-05 11:35:44,2015-08-05 11:36:22,1,43177855,,,,,40,2,28000,2,27,42.268295288086,-85.61669921875,-1,,40,$49.92,0,1,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
R_4OVMJPik8oNHdCR,Default Response Set,Anonymous,,,108.23.215.83,0,2015-08-05 11:36:24,2015-08-05 11:36:46,1,95677921,50,,,,,1,25000,2,25,33.981597900391,-118.06610107422,-1,,50,$50,0,0,1,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,College,0,0,1,0,0,0,Male
R_bNKEaOz8Hqxps4B,Default Response Set,Anonymous,,,174.134.227.95,0,2015-08-05 11:36:19,2015-08-05 11:36:50,1,78782747,,,,,49.92,1,55000,2,30,35.204406738281,-118.86479949951,-1,,49.92,$49.92,0,1,0,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,College,0,0,1,0,0,0,Male
R_a5HAT77vPbofGIt,Default Response Set,Anonymous,,,108.192.15.51,0,2015-08-05 11:36:09,2015-08-05 11:36:57,1,36082788,,50.00,,,,2,39500,2,34,33.841705322266,-118.00759887695,-1,,50.00,$50.08,0,0,0,1,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,College,0,0,1,0,0,0,Female
R_bknvzHrQK5hePVX,Default Response Set,Anonymous,,,24.176.58.17,0,2015-08-05 11:36:41,2015-08-05 11:37:00,1,95760584,,,35,,,1,45000,3,31,42.269393920898,-85.560203552246,-1,,35,$50.45,0,0,0,0,1,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Associates,1,0,0,0,0,0,Male
R_0HDCH4cQO3iTZo9,Default Response Set,Anonymous,,,107.4.56.174,0,2015-08-05 11:36:38,2015-08-05 11:37:00,1,60994571,35,,,,,2,20000,2,30,41.861892700195,-84.603797912598,-1,,35,$50,0,0,1,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
R_bCr3OxtsRsrbYq1,Default Response Set,Anonymous,,,108.61.68.168,0,2015-08-05 11:37:08,2015-08-05 11:37:37,1,54669026,,45.00,,,,1,100000,2,29,40.416900634766,-74.25789642334,-1,,45.00,$50.08,0,0,0,1,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Male
R_09wlwCy7L1KdfuZ,Default Response Set,Anonymous,,,72.241.151.128,0,2015-08-05 11:35:58,2015-08-05 11:37:52,1,98335118,,,40,,,2,74000,4,40,41.794006347656,-83.587898254395,-1,,40,$50.45,0,0,0,0,1,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Female
R_2hMdAyRCTEejRyZ,Default Response Set,Anonymous,,,71.30.240.237,0,2015-08-05 11:36:51,2015-08-05 11:38:09,1,70118447,,,,40,,2,40000,3,30,29.939697265625,-82.700500488281,-1,,40,$49.55,1,0,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Associates,1,0,0,0,0,0,Female
R_42zhxQLUdNiRpXf,Default Response Set,Anonymous,,,68.5.223.14,0,2015-08-05 11:37:55,2015-08-05 11:38:25,1,45355657,,40,,,,2,50000,3,27,33.60530090332,-117.71730041504,-1,,40,$50.08,0,0,0,1,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,Associates,1,0,0,0,0,0,Female
R_74k1x5RJj1yy0O9,Default Response Set,Anonymous,,,198.188.4.4,0,2015-08-05 11:37:51,2015-08-05 11:38:29,1,51724871,,,30,,,1,20000,4,27,34.169494628906,-118.12229919434,-1,,30,$50.45,0,0,0,0,1,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,Bachelor,0,1,0,0,0,0,Male
R_6x4Z9m5JlIW8HRP,Default Response Set,Anonymous,,,65.25.78.123,0,2015-08-05 11:37:05,2015-08-05 11:38:42,1,55951850,45,,,,,1,21000,4,38,40.898696899414,-81.323997497559,-1,,45,$50,0,0,1,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_1Omyn8BDbX0iWJT,Default Response Set,Anonymous,,,108.64.97.93,0,2015-08-05 11:38:29,2015-08-05 11:38:53,1,41132721,,,,,35,2,65000,4,38,35.076797485352,-82.436096191406,-1,,35,$49.92,0,1,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Female
R_d0yTkdElz1jtMhf,Default Response Set,Anonymous,,,172.56.5.65,0,2015-08-05 11:37:25,2015-08-05 11:39:11,1,31724302,,,45,,,2,40000,2,34,28.022201538086,-81.732902526855,-1,,45,$50.45,0,0,0,0,1,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
R_0OqKnJFmDwC19FH,Default Response Set,Anonymous,,,199.245.200.126,0,2015-08-05 11:39:08,2015-08-05 11:39:26,1,68457592,,30,,,,2,29000,4,38,39.039306640625,-95.208702087402,-1,,30,$50.08,0,0,0,1,0,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Female
R_bxBDoUjouNae32Z,Default Response Set,Anonymous,,,170.97.67.112,0,2015-08-05 11:40:08,2015-08-05 11:40:30,1,38148021,,49,,,,1,107000,5,30,38.893295288086,-77.014602661133,-1,,49,$50.08,0,0,0,1,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Graduate,0,0,0,1,0,0,Male
R_bxcLSbqmiV8QAHr,Default Response Set,Anonymous,,,71.235.198.251,0,2015-08-05 11:40:09,2015-08-05 11:40:31,1,36214518,35,,,,,1,48000,4,25,42.7958984375,-71.056999206543,-1,,35,$50,0,0,1,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_bawdMrU8gnT9L5r,Default Response Set,Anonymous,,,24.62.163.231,0,2015-08-05 11:41:03,2015-08-05 11:41:18,1,99884982,,,,,35,2,104000,2,32,42.940307617188,-71.443496704102,-1,,35,$49.92,0,1,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
R_3aO5mR41iQyTot7,Default Response Set,Anonymous,,,24.115.141.72,0,2015-08-05 11:41:40,2015-08-05 11:41:58,1,99350278,,,48,,,2,56000,4,33,41.071502685547,-75.127799987793,-1,,48,$50.45,0,0,0,0,1,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Female
R_a5AvIJkw6Ucl3ff,Default Response Set,Anonymous,,,50.170.224.239,0,2015-08-05 11:41:49,2015-08-05 11:42:08,1,22642457,40,,,,,1,50000,2,27,39.866302490234,-105.00610351562,-1,,40,$50,0,0,1,0,0,0,Mountain Standard Time,America/Denver,0,0,0,0,0,0,1,0,0,College,0,0,1,0,0,0,Male
R_2nUxdOrGDBEvCNT,Default Response Set,Anonymous,,,71.197.179.26,0,2015-08-05 11:43:40,2015-08-05 11:44:00,1,25059588,,,,,30,1,50000,2,21,47.195297241211,-122.331199646,-1,,30,$49.92,0,1,0,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,College,0,0,1,0,0,0,Male
R_ewFyE3BQCCUDQqN,Default Response Set,Anonymous,,,108.222.241.105,0,2015-08-05 11:46:21,2015-08-05 11:46:51,1,12543994,,45,,,,1,28000,4,28,29.751007080078,-95.612998962402,-1,,45,$50.08,0,0,0,1,0,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_bDdmwjdOtK43Ubz,Default Response Set,Anonymous,,,72.185.92.69,0,2015-08-05 11:47:16,2015-08-05 11:47:38,1,20525688,,,,40.00,,1,85000,4,40,27.789901733398,-82.677299499512,-1,,40.00,$49.55,1,0,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Male
R_0qZSr2Fdkb641sF,Default Response Set,Anonymous,,,107.184.82.169,0,2015-08-05 11:49:48,2015-08-05 11:50:11,1,62852104,,,,49.00,,2,70000,2,29,34.08869934082,-118.32780456543,-1,,49.00,$49.55,1,0,0,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,College,0,0,1,0,0,0,Female
R_3woePnSr7jQsrYx,Default Response Set,Anonymous,,,24.231.133.133,0,2015-08-05 11:52:48,2015-08-05 11:53:03,1,42471414,,,,49.55,,2,40000,4,27,45.927795410156,-87.994400024414,-1,,49.55,$49.55,1,0,0,0,0,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Female
R_0icVAYZWHEqIqNf,Default Response Set,Anonymous,,,73.1.137.2,0,2015-08-05 11:52:46,2015-08-05 11:53:09,1,23783889,,,,40.00,,1,12000,2,24,26.595794677734,-80.129898071289,-1,,40.00,$49.55,1,0,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Male
R_d0xmtk0d2P3HBSR,Default Response Set,Anonymous,,,76.205.164.120,0,2015-08-05 11:56:02,2015-08-05 11:56:40,1,46120082,,35,,,,2,39000,4,68,29.065505981445,-95.382797241211,-1,,35,$50.08,0,0,0,1,0,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Female
R_9NNDLuVGQqyKRxj,Default Response Set,Anonymous,,,76.107.55.39,0,2015-08-05 11:56:02,2015-08-05 11:56:45,1,56329748,40,,,,,2,36000,3,31,32.597900390625,-92.023498535156,-1,,40,$50,0,0,1,0,0,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,Associates,1,0,0,0,0,0,Female
R_afsaU5EInNDrtaZ,Default Response Set,Anonymous,,,70.176.35.139,0,2015-08-05 11:58:39,2015-08-05 11:59:14,1,76854799,,,50.45,,,2,20000,5,52,33.397201538086,-111.78579711914,-1,,50.45,$50.45,0,0,0,0,1,0,Mountain Standard Time,America/Phoenix,0,0,0,0,0,0,1,0,0,Graduate,0,0,0,1,0,0,Female
R_1AdqfVrh8dQwZlH,Default Response Set,Anonymous,,,24.229.254.161,0,2015-08-05 12:00:31,2015-08-05 12:01:13,1,58879485,,,25.00,,,2,15000,1,48,40.615203857422,-75.543701171875,-1,,25.00,$50.45,0,0,0,0,1,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Highschool,0,0,0,0,1,0,Female
R_3rTJIcAPi3MTWiF,Default Response Set,Anonymous,,,67.2.65.241,0,2015-08-05 12:01:17,2015-08-05 12:01:40,1,55667330,,,,,48.00,2,40000,2,34,40.559799194336,-111.96649932861,-1,,48.00,$49.92,0,1,0,0,0,0,Mountain Standard Time,America/Denver,0,0,0,0,0,0,1,0,0,College,0,0,1,0,0,0,Female
R_8wVl7PCyfKmNqFD,Default Response Set,Anonymous,,,190.239.170.128,0,2015-08-05 12:03:27,2015-08-05 12:03:31,1,97754549,,,,,,,,,,-13.518295288086,-71.978103637695,-1,,NA,nan,0,0,0,0,0,1,Peru Standard Time,America/Lima,0,0,0,0,0,0,0,0,1,None,0,0,0,0,0,1,None
R_4MW2O6byzWcmfDn,Default Response Set,Anonymous,,,184.16.164.15,0,2015-08-05 12:04:04,2015-08-05 12:04:42,1,27022094,25,,,,,1,12000,1,50,41.156600952148,-85.111000061035,-1,,25,$50,0,0,1,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Highschool,0,0,0,0,1,0,Male
R_1RKVjwRdqGJ1EG1,Default Response Set,Anonymous,,,174.126.244.49,0,2015-08-05 12:07:42,2015-08-05 12:08:14,1,67614653,,,,4.00,,2,74000,2,50,34.492599487305,-97.85230255127,-1,,4.00,$49.55,1,0,0,0,0,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
R_5dUjaU23KPkWfNH,Default Response Set,Anonymous,,,69.120.231.168,0,2015-08-05 12:25:24,2015-08-05 12:26:18,1,57120854,,50,,,,2,42000,4,41,40.689407348633,-73.650199890137,-1,,50,$50.08,0,0,0,1,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Female
R_40dTqAyODOkwJN3,Default Response Set,Anonymous,,,75.111.21.232,0,2015-08-05 12:27:49,2015-08-05 12:28:47,1,66977828,45,,,,,1,40000,4,31,40.717697143555,-124.11470031738,-1,,45,$50,0,0,1,0,0,0,Pacific Standard Time,America/Los_Angeles,0,0,0,0,0,0,0,1,0,Bachelor,0,1,0,0,0,0,Male
R_5dt4QjFdjDG9ca1,Default Response Set,Anonymous,,,173.71.142.207,0,2015-08-05 12:46:22,2015-08-05 12:46:57,1,23070484,,,50.45,,,2,64000,2,44,37.152603149414,-76.545997619629,-1,,50.45,$50.45,0,0,0,0,1,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
R_blt6VM1w6ZGZdY1,Default Response Set,Anonymous,,,198.245.254.124,0,2015-08-05 13:21:43,2015-08-05 13:22:11,1,58196231,25,,,,,2,15000,2,33,33.493499755859,-86.80460357666,-1,,25,$50,0,0,1,0,0,0,Central Standard Time,America/Chicago,0,1,0,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
R_88nKt4f6pys8N4p,Default Response Set,Anonymous,,,63.146.162.121,0,2015-08-05 15:24:45,2015-08-05 15:25:21,1,23579101,,,,48.00,,2,70000,4,29,39.961196899414,-82.998802185059,-1,,48.00,$49.55,1,0,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,Bachelor,0,1,0,0,0,0,Female
R_0MMsIwXT06eYSvX,Default Response Set,Anonymous,,,50.186.76.160,0,2015-08-05 17:28:09,2015-08-05 17:28:23,1,97655989,,,,40,,1,20000,4,24,40.477401733398,-112.00820159912,-1,,40,$49.55,1,0,0,0,0,0,Mountain Standard Time,America/Denver,0,0,0,0,0,0,1,0,0,Bachelor,0,1,0,0,0,0,Male
R_3ODJL7U74snZNoV,Default Response Set,Anonymous,,,76.21.238.100,0,2015-08-05 18:03:34,2015-08-05 18:04:02,1,46186032,,,50,,,2,100000,2,24,39.574905395508,-77.887298583984,-1,,50,$50.45,0,0,0,0,1,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
R_24c2rxb7z0A4Qtv,Default Response Set,Anonymous,,,184.176.103.197,0,2015-08-05 18:38:22,2015-08-05 18:38:45,1,38360578,20,,,,,2,24000,4,38,33.377593994141,-112.38739776611,-1,,20,$50,0,0,1,0,0,0,Mountain Standard Time,America/Phoenix,0,0,0,0,0,0,1,0,0,Bachelor,0,1,0,0,0,0,Female
R_7OJMqhHxQSzmED3,Default Response Set,Anonymous,,,184.176.103.197,0,2015-08-05 18:40:58,2015-08-05 18:41:26,1,71297121,,15,,,,1,24000,5,44,33.377593994141,-112.38739776611,-1,,15,$50.08,0,0,0,1,0,0,Mountain Standard Time,America/Phoenix,0,0,0,0,0,0,1,0,0,Graduate,0,0,0,1,0,0,Male
R_el0opR6PTEfE45v,Default Response Set,Anonymous,,,75.118.14.22,0,2015-08-05 18:52:41,2015-08-05 18:52:59,1,86887368,,,,49.00,,2,50000,2,35,40.085296630859,-82.975196838379,-1,,49.00,$49.55,1,0,0,0,0,0,Eastern Standard Time,America/New_York,0,0,1,0,0,0,0,0,0,College,0,0,1,0,0,0,Female
